day,distance,condition,fixed_distance
2,128.8,Control,101.43
2,109.48,Control,82.11
2,53.13,Control,25.76
2,37.03,Control,9.66
2,93.38000000000001,Control,66.01
2,125.58000000000001,Control,98.21000000000001
2,189.98000000000002,Control,162.61
2,275.31,Control,247.94
2,243.11,Control,215.74
2,196.42000000000002,Control,169.05
2,181.93,Control,154.56
2,141.68,Control,114.31
2,119.14,Control,91.77
2,69.23,Control,41.86
2,48.300000000000004,Control,20.930000000000003
2,43.470000000000006,Control,16.100000000000005
2,143.29000000000002,Control,115.92000000000002
2,209.3,Control,181.93
2,251.16000000000003,Control,223.79000000000002
2,183.54000000000002,Control,156.17000000000002
2,96.60000000000001,Control,69.23
2,109.48,Control,82.11
2,57.96,Control,30.59
2,78.89,Control,51.519999999999996
2,67.62,Control,40.25
2,24.150000000000002,Control,0.0
2,66.01,Control,38.64
2,112.7,Control,85.33
2,140.07000000000002,Control,112.70000000000002
2,156.17000000000002,Control,128.8
2,133.63,Control,106.25999999999999
2,109.48,Control,82.11
2,54.74,Control,27.37
2,122.36000000000001,Control,94.99000000000001
2,254.38000000000002,Control,227.01000000000002
2,254.38000000000002,Control,227.01000000000002
2,136.85,Control,109.47999999999999
2,99.82000000000001,Control,72.45
2,75.67,Control,48.3
2,164.22,Control,136.85
2,152.95000000000002,Control,125.58000000000001
2,119.14,Control,91.77
2,143.29000000000002,Control,115.92000000000002
2,91.77000000000001,Control,64.4
2,111.09,Control,83.72
2,161.0,Control,133.63
2,170.66,Control,143.29
2,214.13000000000002,Control,186.76000000000002
2,120.75000000000001,Control,93.38000000000001
2,189.98000000000002,Control,162.61
2,249.55,Control,222.18
2,296.24,Control,268.87
2,199.64000000000001,Control,172.27
2,225.4,Control,198.03
2,37.03,Control,9.66
2,62.790000000000006,Control,35.42
2,233.45000000000002,Control,204.8725
2,243.11,Control,214.5325
2,241.50000000000003,Control,212.9225
2,228.62,Control,200.0425
2,188.37,Control,159.7925
2,169.05,Control,140.4725
2,159.39000000000001,Control,130.8125
2,141.68,Control,113.1025
2,149.73000000000002,Control,121.15250000000002
2,135.24,Control,106.66250000000001
2,228.62,Control,200.0425
2,193.20000000000002,Control,164.6225
2,177.10000000000002,Control,148.5225
2,206.08,Control,177.5025
2,162.61,Control,134.0325
2,151.34,Control,123.97
2,146.51000000000002,Control,119.14000000000001
2,125.58000000000001,Control,98.21000000000001
2,125.58000000000001,Control,98.21000000000001
2,189.98000000000002,Control,162.61
2,239.89000000000001,Control,212.52
2,227.01000000000002,Control,199.64000000000001
2,288.19,Control,260.82
2,376.74,Control,349.37
2,260.82,Control,233.45
2,251.16000000000003,Control,223.79000000000002
2,177.10000000000002,Control,149.73000000000002
2,133.63,Control,106.25999999999999
2,72.45,Control,45.08
2,82.11,Control,54.739999999999995
2,69.23,Control,41.86
2,56.35,Control,28.98
2,53.13,Control,25.76
2,51.52,Control,24.150000000000002
2,66.01,Control,38.64
2,99.82000000000001,Control,72.45
2,115.92,Control,88.55
2,123.97000000000001,Control,96.60000000000001
2,138.46,Control,111.09
2,169.05,Control,141.68
2,212.52,Control,185.15
2,152.95000000000002,Control,125.58000000000001
2,204.47,Control,177.1
2,161.0,Control,133.63
2,132.02,Control,104.65
2,120.75000000000001,Control,93.38000000000001
2,138.46,Control,111.09
2,122.36000000000001,Control,94.99000000000001
2,106.26,Control,78.89
2,86.94000000000001,Control,59.57000000000001
2,69.23,Control,41.86
2,86.94000000000001,Control,59.57000000000001
2,78.89,Control,51.519999999999996
2,164.22,Control,136.85
2,270.48,Control,243.11
2,291.41,Control,264.04
2,386.40000000000003,Control,359.03000000000003
2,397.67,Control,370.3
2,191.59,Control,164.22
2,115.92,Control,88.55
2,162.61,Control,135.24
2,233.45000000000002,Control,206.08
2,254.38000000000002,Control,227.01000000000002
2,252.77,Control,225.4
2,227.01000000000002,Control,199.64000000000001
2,301.07,Control,273.7
2,188.37,Control,161.0
2,156.17000000000002,Control,128.8
2,88.55000000000001,Control,61.18000000000001
2,119.14,Control,91.77
2,70.84,Control,43.47
2,48.300000000000004,Control,20.930000000000003
2,75.67,Control,48.3
2,115.92,Control,88.55
2,117.53,Control,90.16
2,77.28,Control,49.91
2,49.910000000000004,Control,22.540000000000003
2,41.86,Control,14.489999999999998
2,59.57,Control,32.2
2,66.01,Control,38.64
2,101.43,Control,74.06
2,122.36000000000001,Control,94.99000000000001
2,183.54000000000002,Control,156.17000000000002
2,214.13000000000002,Control,186.76000000000002
2,189.98000000000002,Control,162.61
2,141.68,Control,114.31
2,119.14,Control,91.77
2,117.53,Control,90.16
2,135.24,Control,107.87
2,88.55000000000001,Control,61.18000000000001
2,66.01,Control,38.64
2,77.28,Control,49.91
2,64.4,Control,37.03
2,193.20000000000002,Control,165.83
2,235.06,Control,207.69
2,132.02,Control,104.65
2,167.44,Control,140.07
2,143.29000000000002,Control,115.92000000000002
2,236.67000000000002,Control,209.3
2,365.47,Control,338.1
2,317.17,Control,289.8
2,305.90000000000003,Control,278.53000000000003
2,376.74,Control,349.37
3,236.67000000000002,Control,209.3
3,217.35000000000002,Control,189.98000000000002
3,164.22,Control,136.85
3,138.46,Control,111.09
3,196.42000000000002,Control,169.05
3,135.24,Control,107.87
3,218.96,Control,191.59
3,254.38000000000002,Control,225.8025
3,281.75,Control,253.17249999999999
3,360.64000000000004,Control,332.06250000000006
3,302.68,Control,274.1025
3,318.78000000000003,Control,290.20250000000004
3,549.01,Control,520.4325
3,474.95000000000005,Control,446.37250000000006
3,305.90000000000003,Control,277.32250000000005
3,294.63,Control,266.0525
3,286.58000000000004,Control,258.00250000000005
3,204.47,Control,175.89249999999998
3,209.3,Control,180.7225
3,189.98000000000002,Control,161.4025
3,172.27,Control,143.6925
3,141.68,Control,113.1025
3,112.7,Control,84.1225
3,74.06,Control,45.4825
3,85.33,Control,56.7525
3,141.68,Control,113.1025
3,246.33,Control,217.7525
3,222.18,Control,193.6025
3,365.47,Control,336.89250000000004
3,315.56,Control,286.9825
3,388.01000000000005,Control,359.43250000000006
3,391.23,Control,362.65250000000003
3,454.02000000000004,Control,425.44250000000005
3,582.82,Control,554.2425000000001
3,474.95000000000005,Control,446.37250000000006
3,386.40000000000003,Control,357.82250000000005
3,297.85,Control,269.27250000000004
3,283.36,Control,254.7825
3,207.69000000000003,Control,179.1125
3,230.23000000000002,Control,201.6525
3,173.88000000000002,Control,145.3025
3,157.78,Control,129.2025
3,119.14,Control,90.5625
3,127.19000000000001,Control,98.61250000000001
3,94.99000000000001,Control,66.41250000000001
3,125.58000000000001,Control,97.00250000000001
3,90.16000000000001,Control,61.58250000000001
3,86.94000000000001,Control,58.36250000000001
3,107.87,Control,79.2925
3,117.53,Control,88.9525
3,156.17000000000002,Control,127.59250000000002
3,191.59,Control,163.0125
3,264.04,Control,235.4625
3,223.79000000000002,Control,195.2125
3,133.63,Control,105.0525
3,141.68,Control,113.1025
3,107.87,Control,79.2925
3,96.60000000000001,Control,68.02250000000001
3,67.62,Control,39.042500000000004
3,53.13,Control,24.5525
3,94.99000000000001,Control,66.41250000000001
3,111.09,Control,82.5125
3,154.56,Control,125.9825
3,183.54000000000002,Control,154.9625
3,185.15,Control,156.5725
3,156.17000000000002,Control,127.59250000000002
3,119.14,Control,90.5625
3,114.31,Control,85.7325
3,140.07000000000002,Control,111.49250000000002
3,181.93,Control,153.3525
3,111.09,Control,82.5125
3,103.04,Control,74.4625
3,86.94000000000001,Control,58.36250000000001
3,72.45,Control,43.8725
3,90.16000000000001,Control,61.58250000000001
3,96.60000000000001,Control,68.02250000000001
3,90.16000000000001,Control,61.58250000000001
3,115.92,Control,87.3425
3,117.53,Control,88.9525
3,107.87,Control,79.2925
3,138.46,Control,109.88250000000001
3,106.26,Control,77.6825
3,125.58000000000001,Control,97.00250000000001
3,140.07000000000002,Control,111.49250000000002
3,125.58000000000001,Control,97.00250000000001
3,85.33,Control,56.7525
3,159.39000000000001,Control,130.8125
3,154.56,Control,125.9825
3,222.18,Control,193.6025
3,199.64000000000001,Control,171.0625
3,206.08,Control,177.5025
3,189.98000000000002,Control,161.4025
3,217.35000000000002,Control,188.7725
3,228.62,Control,200.0425
3,247.94000000000003,Control,219.3625
3,275.31,Control,246.7325
3,325.22,Control,296.64250000000004
3,317.17,Control,288.59250000000003
3,331.66,Control,303.08250000000004
3,309.12,Control,280.5425
3,254.38000000000002,Control,225.8025
3,412.16,Control,383.58250000000004
3,468.51000000000005,Control,439.93250000000006
3,491.05,Control,462.4725
3,323.61,Control,295.0325
3,247.94000000000003,Control,219.3625
3,474.95000000000005,Control,446.37250000000006
3,94.99000000000001,Control,66.41250000000001
3,143.29000000000002,Control,114.71250000000002
3,152.95000000000002,Control,124.37250000000002
3,183.54000000000002,Control,154.9625
3,93.38000000000001,Control,64.80250000000001
3,120.75000000000001,Control,92.17250000000001
3,135.24,Control,106.66250000000001
3,188.37,Control,159.7925
3,194.81,Control,166.2325
3,255.99,Control,227.4125
3,376.74,Control,348.1625
3,378.35,Control,349.77250000000004
3,370.3,Control,341.7225
3,312.34000000000003,Control,283.76250000000005
3,218.96,Control,190.3825
3,202.86,Control,174.2825
3,180.32000000000002,Control,151.7425
3,128.8,Control,100.22250000000001
3,85.33,Control,56.7525
3,66.01,Control,37.432500000000005
3,111.09,Control,82.5125
3,141.68,Control,113.1025
3,109.48,Control,80.9025
3,107.87,Control,79.2925
3,74.06,Control,45.4825
3,70.84,Control,42.2625
3,54.74,Control,26.162499999999998
3,40.25,Control,11.672499999999996
3,77.28,Control,48.7025
3,96.60000000000001,Control,68.02250000000001
3,136.85,Control,108.2725
3,222.18,Control,193.6025
3,354.20000000000005,Control,325.62250000000006
3,494.27000000000004,Control,465.69250000000005
3,296.24,Control,267.6625
3,257.6,Control,229.0225
3,344.54,Control,315.96250000000003
3,178.71,Control,150.1325
3,127.19000000000001,Control,98.61250000000001
3,132.02,Control,103.44250000000001
3,115.92,Control,87.3425
3,94.99000000000001,Control,66.41250000000001
3,64.4,Control,35.822500000000005
3,78.89,Control,50.3125
3,43.470000000000006,Control,14.892500000000002
3,54.74,Control,26.162499999999998
3,106.26,Control,77.6825
3,85.33,Control,56.7525
3,122.36000000000001,Control,93.78250000000001
3,231.84,Control,203.2625
3,289.8,Control,261.2225
3,309.12,Control,280.5425
3,379.96000000000004,Control,351.38250000000005
3,397.67,Control,369.09250000000003
3,425.04,Control,396.46250000000003
3,309.12,Control,280.5425
3,254.38000000000002,Control,225.8025
3,196.42000000000002,Control,167.8425
3,189.98000000000002,Control,161.4025
3,125.58000000000001,Control,97.00250000000001
3,93.38000000000001,Control,64.80250000000001
3,62.790000000000006,Control,34.212500000000006
3,62.790000000000006,Control,34.212500000000006
3,46.690000000000005,Control,18.1125
3,74.06,Control,45.4825
3,132.02,Control,103.44250000000001
3,106.26,Control,77.6825
3,164.22,Control,135.64249999999998
3,132.02,Control,103.44250000000001
3,107.87,Control,79.2925
3,54.74,Control,26.162499999999998
3,40.25,Control,11.672499999999996
3,85.33,Control,56.7525
3,103.04,Control,74.4625
3,123.97000000000001,Control,95.39250000000001
3,156.17000000000002,Control,127.59250000000002
3,222.18,Control,193.6025
3,186.76000000000002,Control,158.1825
3,212.52,Control,183.9425
3,191.59,Control,163.0125
3,222.18,Control,193.6025
3,202.86,Control,174.2825
3,247.94000000000003,Control,219.3625
3,162.61,Control,134.0325
3,164.22,Control,135.64249999999998
3,130.41,Control,101.8325
3,130.41,Control,101.8325
3,189.98000000000002,Control,161.4025
3,231.84,Control,203.2625
3,218.96,Control,190.3825
3,294.63,Control,266.0525
3,293.02000000000004,Control,264.44250000000005
3,259.21000000000004,Control,230.63250000000002
3,359.03000000000003,Control,330.45250000000004
3,370.3,Control,341.7225
3,350.98,Control,322.40250000000003
3,280.14000000000004,Control,251.56250000000003
3,262.43,Control,233.8525
3,252.77,Control,224.1925
3,246.33,Control,217.7525
3,223.79000000000002,Control,195.2125
3,172.27,Control,143.6925
3,148.12,Control,119.5425
3,186.76000000000002,Control,158.1825
3,151.34,Control,122.7625
3,117.53,Control,88.9525
3,103.04,Control,74.4625
3,74.06,Control,45.4825
3,46.690000000000005,Control,18.1125
3,72.45,Control,43.8725
3,90.16000000000001,Control,61.58250000000001
3,117.53,Control,88.9525
3,152.95000000000002,Control,124.37250000000002
3,143.29000000000002,Control,114.71250000000002
3,173.88000000000002,Control,145.3025
3,199.64000000000001,Control,171.0625
3,220.57000000000002,Control,191.9925
3,210.91000000000003,Control,182.3325
3,268.87,Control,240.2925
3,338.1,Control,309.52250000000004
3,281.75,Control,253.17249999999999
3,437.92,Control,409.34250000000003
3,549.01,Control,520.4325
3,297.85,Control,269.27250000000004
3,399.28000000000003,Control,370.70250000000004
3,481.39000000000004,Control,452.81250000000006
3,537.74,Control,509.1625
3,573.1600000000001,Control,544.5825000000001
3,397.67,Control,369.09250000000003
3,368.69,Control,340.1125
3,307.51,Control,278.9325
3,293.02000000000004,Control,264.44250000000005
3,333.27000000000004,Control,304.69250000000005
3,302.68,Control,274.1025
3,255.99,Control,227.4125
3,227.01000000000002,Control,198.4325
3,225.4,Control,196.8225
3,207.69000000000003,Control,179.1125
3,169.05,Control,141.68
3,149.73000000000002,Control,122.36000000000001
3,138.46,Control,111.09
3,99.82000000000001,Control,72.45
3,96.60000000000001,Control,69.23
3,64.4,Control,37.03
3,51.52,Control,24.150000000000002
3,106.26,Control,78.89
3,172.27,Control,144.9
3,185.15,Control,157.78
3,178.71,Control,151.34
3,149.73000000000002,Control,122.36000000000001
3,75.67,Control,48.3
3,117.53,Control,90.16
3,112.7,Control,85.33
3,146.51000000000002,Control,119.14000000000001
3,86.94000000000001,Control,59.57000000000001
3,69.23,Control,41.86
3,85.33,Control,57.959999999999994
3,51.52,Control,24.150000000000002
3,132.02,Control,104.65
3,209.3,Control,181.93
3,286.58000000000004,Control,259.21000000000004
3,318.78000000000003,Control,291.41
3,342.93,Control,315.56
3,378.35,Control,350.98
3,320.39000000000004,Control,293.02000000000004
3,341.32,Control,313.95
3,310.73,Control,283.36
3,270.48,Control,243.11
3,222.18,Control,194.81
3,297.85,Control,270.48
3,161.0,Control,133.63
3,189.98000000000002,Control,162.61
3,204.47,Control,177.1
3,123.97000000000001,Control,96.60000000000001
3,48.300000000000004,Control,20.930000000000003
3,72.45,Control,45.08
3,83.72,Control,56.349999999999994
3,91.77000000000001,Control,64.4
3,151.34,Control,123.97
3,136.85,Control,109.47999999999999
3,112.7,Control,85.33
3,151.34,Control,123.97
3,220.57000000000002,Control,193.20000000000002
3,299.46000000000004,Control,272.09000000000003
3,350.98,Control,323.61
3,465.29,Control,437.92
3,508.76000000000005,Control,481.39000000000004
3,489.44000000000005,Control,462.07000000000005
3,462.07000000000005,Control,434.70000000000005
3,338.1,Control,310.73
3,305.90000000000003,Control,278.53000000000003
3,255.99,Control,228.62
3,236.67000000000002,Control,209.3
3,181.93,Control,154.56
3,152.95000000000002,Control,125.58000000000001
3,127.19000000000001,Control,99.82000000000001
3,103.04,Control,75.67
3,112.7,Control,85.33
3,90.16000000000001,Control,62.790000000000006
3,112.7,Control,85.33
3,157.78,Control,130.41
3,191.59,Control,164.22
3,154.56,Control,127.19
3,185.15,Control,157.78
3,167.44,Control,140.07
3,217.35000000000002,Control,189.98000000000002
3,275.31,Control,247.94
4,252.77,Control,225.4
4,383.18,Control,355.81
4,267.26,Control,239.89
4,239.89000000000001,Control,212.52
4,272.09000000000003,Control,244.72000000000003
4,318.78000000000003,Control,291.41
4,309.12,Control,281.75
4,375.13,Control,347.76
4,447.58000000000004,Control,420.21000000000004
4,513.59,Control,486.22
4,494.27000000000004,Control,466.90000000000003
4,605.36,Control,577.99
4,563.5,Control,536.13
4,445.97,Control,418.6
4,452.41,Control,425.04
4,399.28000000000003,Control,371.91
4,347.76000000000005,Control,320.39000000000004
4,275.31,Control,247.94
4,231.84,Control,204.47
4,201.25,Control,173.88
4,218.96,Control,191.59
4,201.25,Control,173.88
4,162.61,Control,135.24
4,133.63,Control,106.25999999999999
4,120.75000000000001,Control,93.38000000000001
4,132.02,Control,104.65
4,199.64000000000001,Control,172.27
4,72.45,Control,45.08
4,106.26,Control,78.89
4,123.97000000000001,Control,96.60000000000001
4,85.33,Control,57.959999999999994
4,85.33,Control,57.959999999999994
4,57.96,Control,30.59
4,122.36000000000001,Control,94.99000000000001
4,112.7,Control,85.33
4,152.95000000000002,Control,125.58000000000001
4,199.64000000000001,Control,172.27
4,275.31,Control,247.94
4,275.31,Control,247.94
4,204.47,Control,177.1
4,119.14,Control,91.77
4,90.16000000000001,Control,62.790000000000006
4,86.94000000000001,Control,58.36250000000001
4,77.28,Control,48.7025
4,86.94000000000001,Control,58.36250000000001
4,99.82000000000001,Control,71.2425
4,127.19000000000001,Control,98.61250000000001
4,122.36000000000001,Control,93.78250000000001
4,180.32000000000002,Control,151.7425
4,140.07000000000002,Control,111.49250000000002
4,112.7,Control,84.1225
4,289.8,Control,261.2225
4,317.17,Control,288.59250000000003
4,325.22,Control,296.64250000000004
4,421.82000000000005,Control,393.24250000000006
4,375.13,Control,346.5525
4,322.0,Control,293.4225
4,487.83000000000004,Control,459.25250000000005
4,526.47,Control,497.89250000000004
4,391.23,Control,362.65250000000003
4,598.9200000000001,Control,570.3425000000001
4,590.87,Control,562.2925
4,499.1,Control,470.52250000000004
4,486.22,Control,457.64250000000004
4,360.64000000000004,Control,332.06250000000006
4,379.96000000000004,Control,351.38250000000005
4,267.26,Control,238.68249999999998
4,284.97,Control,256.39250000000004
4,230.23000000000002,Control,201.6525
4,194.81,Control,166.2325
4,217.35000000000002,Control,188.7725
4,188.37,Control,159.7925
4,77.28,Control,48.7025
4,67.62,Control,39.042500000000004
4,117.53,Control,88.9525
4,140.07000000000002,Control,111.49250000000002
4,120.75000000000001,Control,92.17250000000001
4,191.59,Control,163.0125
4,212.52,Control,183.9425
4,152.95000000000002,Control,124.37250000000002
4,194.81,Control,166.2325
4,301.07,Control,272.4925
4,169.05,Control,140.4725
4,107.87,Control,79.2925
4,90.16000000000001,Control,61.58250000000001
4,78.89,Control,50.3125
4,111.09,Control,82.5125
4,111.09,Control,82.5125
4,157.78,Control,129.2025
4,130.41,Control,101.8325
4,123.97000000000001,Control,95.39250000000001
4,146.51000000000002,Control,117.93250000000002
4,125.58000000000001,Control,97.00250000000001
4,85.33,Control,56.7525
4,59.57,Control,30.992499999999996
4,101.43,Control,72.8525
4,115.92,Control,87.3425
4,164.22,Control,135.64249999999998
4,227.01000000000002,Control,198.4325
4,210.91000000000003,Control,182.3325
4,204.47,Control,175.89249999999998
4,241.50000000000003,Control,212.9225
4,272.09000000000003,Control,243.51250000000002
4,278.53000000000003,Control,249.95250000000001
4,302.68,Control,274.1025
4,273.7,Control,245.12249999999997
4,350.98,Control,322.40250000000003
4,373.52000000000004,Control,344.94250000000005
4,404.11,Control,375.5325
4,547.4,Control,518.8225
4,151.34,Control,122.7625
4,136.85,Control,108.2725
4,107.87,Control,79.2925
4,106.26,Control,77.6825
4,51.52,Control,22.9425
4,69.23,Control,40.6525
4,156.17000000000002,Control,127.59250000000002
4,165.83,Control,137.2525
4,220.57000000000002,Control,191.9925
4,246.33,Control,217.7525
4,262.43,Control,233.8525
4,230.23000000000002,Control,201.6525
4,244.72000000000003,Control,216.1425
4,172.27,Control,143.6925
4,222.18,Control,193.6025
4,259.21000000000004,Control,230.63250000000002
4,325.22,Control,296.64250000000004
4,365.47,Control,336.89250000000004
4,436.31,Control,407.7325
4,402.5,Control,373.9225
4,350.98,Control,322.40250000000003
4,333.27000000000004,Control,304.69250000000005
4,284.97,Control,256.39250000000004
4,260.82,Control,232.24249999999998
4,272.09000000000003,Control,243.51250000000002
4,244.72000000000003,Control,216.1425
4,231.84,Control,203.2625
4,207.69000000000003,Control,179.1125
4,189.98000000000002,Control,161.4025
4,191.59,Control,163.0125
4,165.83,Control,137.2525
4,136.85,Control,108.2725
